neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,availability_365
-0.2571089762489483,0.7985213257032164,-0.1499975999916753,-0.45650125484174153,-0.857915923910043
-0.0554991711740829,2.6460878805480657,-0.29689325171853853,2.1314303570308715,-0.857915923910043
-0.5163215827737753,-1.0490452291416323,-0.29689325171853853,-0.23146372337455778,0.5687976861923798
-0.5163215827737753,-1.0490452291416323,-0.2479280344762508,-0.5015087611351783,-0.13697021667743572
-0.6891299871236599,0.7985213257032164,-0.19896281723396306,-0.43399750169502316,-0.6606044671937505
-0.28591037697392907,-1.0490452291416323,-0.1499975999916753,0.17360383326637294,-0.857915923910043
0.6933372476754173,0.7985213257032164,-0.29689325171853853,1.32129524374901,-0.690960075919334
1.0965568578251481,0.7985213257032164,-0.19896281723396306,-0.25396747652127616,-0.857915923910043
0.6933372476754173,-1.0490452291416323,-0.05206716550709982,-0.5240125142818967,-0.09902570577045641
-0.08430057189906368,-1.0490452291416323,-0.19896281723396306,-0.11894495764096591,1.4491103392343
-0.42991738059883294,0.7985213257032164,-0.29689325171853853,-0.4114937485483048,-0.857915923910043
0.0597064317258402,0.7985213257032164,-0.19896281723396306,-0.43399750169502316,-0.857915923910043
-0.14190337334902522,0.7985213257032164,1.123098048307806,-0.5240125142818967,0.34871952293189973
-0.804335590023583,-1.0490452291416323,-0.2479280344762508,4.719361968903485,-0.31151496684954066
-0.7467327885736215,-1.0490452291416323,-0.2479280344762508,1.501325268922757,-0.15973692322162333
-0.0554991711740829,0.7985213257032164,-0.19896281723396306,-0.07393745134752916,-0.6226599562867712
-0.804335590023583,-1.0490452291416323,-0.2479280344762508,-0.34398248910814966,-0.857915923910043
-0.6891299871236599,-1.0490452291416323,-0.29689325171853853,3.301625520660227,0.3942529360202749
-0.6315271856736984,0.7985213257032164,-0.29689325171853853,-0.34398248910814966,-0.8047936086402719
-0.40111597987385217,0.7985213257032164,-0.19896281723396306,-0.028929945054092417,-0.857915923910043
-0.0554991711740829,0.7985213257032164,-0.1499975999916753,-0.34398248910814966,-0.857915923910043
-0.4875201820487945,0.7985213257032164,-0.003101948264812071,-0.3889899954015864,0.5687976861923798
-0.4587187813238137,0.7985213257032164,-0.1499975999916753,-0.45650125484174153,-0.857915923910043
0.2613162368007056,-1.0490452291416323,-0.2479280344762508,1.8388815661235325,-0.09143680358906053
-0.42991738059883294,-1.0490452291416323,-0.29689325171853853,-0.4790050079884599,-0.857915923910043
-0.7467327885736215,0.7985213257032164,-0.2479280344762508,0.7587014150810506,0.12105245749002372
-0.2571089762489483,0.7985213257032164,-0.29689325171853853,-0.5240125142818967,-0.857915923910043
-0.3435131784238906,-1.0490452291416323,-0.1499975999916753,0.061085067532781076,0.9482427952621731
-0.6891299871236599,-1.0490452291416323,-0.19896281723396306,-0.3889899954015864,-0.857915923910043
-0.2571089762489483,2.6460878805480657,1.123098048307806,-0.5015087611351783,1.7298997199459472
-0.31471177769890984,0.7985213257032164,-0.19896281723396306,0.6236788962007405,0.6446867080063385
-0.28591037697392907,2.6460878805480657,1.123098048307806,-0.5240125142818967,1.745077524308739
-0.2571089762489483,-1.0490452291416323,-0.29689325171853853,-0.5240125142818967,1.6767774046761763
-0.08430057189906368,0.7985213257032164,-0.19896281723396306,2.4914904073783655,0.8951204799924021
0.5493302440505133,-1.0490452291416323,-0.29689325171853853,3.1666030017799165,1.4794659479598837
-0.6603285863986792,2.6460878805480657,-0.29689325171853853,-0.45650125484174153,1.912033372299448
-0.8331369907485638,-1.0490452291416323,-0.2479280344762508,-0.2989749828147129,-0.857915923910043
2.0470030817495135,0.7985213257032164,-0.29689325171853853,-0.5240125142818967,-0.857915923910043
-0.7467327885736215,-1.0490452291416323,-0.19896281723396306,0.01607756123934433,-0.24321484721697786
-0.6603285863986792,0.7985213257032164,-0.29689325171853853,3.5041592989806922,0.022396729131877454
-0.5163215827737753,0.7985213257032164,-0.19896281723396306,-0.45650125484174153,0.6219200014621509
0.6933372476754173,0.7985213257032164,-0.29689325171853853,1.9964078381505612,0.9937762083505483
-0.5163215827737753,0.7985213257032164,-0.2479280344762508,0.08358882067949945,-0.7972047064588761
-0.6027257849487176,-1.0490452291416323,-0.29689325171853853,-0.5240125142818967,-0.5619487388356043
-0.19950617479898677,-1.0490452291416323,-0.10103238274938756,-0.5240125142818967,-0.857915923910043
-0.0554991711740829,0.7985213257032164,-0.19896281723396306,-0.43399750169502316,-0.857915923910043
0.5781316447754942,0.7985213257032164,-0.2479280344762508,-0.43399750169502316,-0.857915923910043
0.3765218397006287,0.7985213257032164,-0.2479280344762508,-0.4790050079884599,1.5477660675924465
1.4709750672498982,-1.0490452291416323,-0.29689325171853853,-0.2089599702278394,-0.857915923910043
-0.14190337334902522,-1.0490452291416323,-0.19896281723396306,0.30862635214668316,-0.7213156846449175
-0.7179313878486407,0.7985213257032164,-0.29689325171853853,-0.5240125142818967,-0.857915923910043
-0.6315271856736984,0.7985213257032164,-0.29689325171853853,-0.43399750169502316,-0.8275603151844596
2.104605883199475,-1.0490452291416323,-0.29689325171853853,4.134264387088806,1.6084772850436133
0.3765218397006287,0.7985213257032164,1.123098048307806,-0.5015087611351783,0.9102982843551938
0.6645358469504364,0.7985213257032164,-0.2479280344762508,-0.3214787359614313,1.8740888613924687
-0.7179313878486407,-1.0490452291416323,-0.2479280344762508,0.39864136473355666,-0.3570483799379159
-0.42991738059883294,0.7985213257032164,-0.19896281723396306,-0.5240125142818967,0.8571759690854227
-0.6891299871236599,0.7985213257032164,-0.1499975999916753,-0.4790050079884599,-0.857915923910043
0.40532324042560947,0.7985213257032164,-0.19896281723396306,-0.3214787359614313,1.2138543716110284
0.08850783245082097,0.7985213257032164,-0.05206716550709982,-0.4790050079884599,-0.857915923910043
-0.6891299871236599,0.7985213257032164,-0.19896281723396306,-0.43399750169502316,-0.12179241231464401
